lane,name,title,company,domain,email,email_status,company_source,contact_source,need_source,need_evidence,approval_status
referral-partner,Trevor Pan,Principal Architect,Trevor Pan Architects,trevorpan.com,,unresolved,https://trevorpan.com/,https://trevorpan.com/about,https://archinect.com/jobs/entry/150519132/revit-drafter,Revit-drafter recruitment indicates active project documentation work where engineering coordination can add capacity.,pending FindyMail lookup
referral-partner,Nicole Caldwell,Architect,Hooker DeJong,hookerdejong.com,nicolec@hdjinc.com,verified_findymail,https://hookerdejong.com/,https://hookerdejong.com/graduate-of-architecture-program/,https://hiringcafe.com/job/lead-project-architect-hooker-dejong-phoenix-arizona-v1661v2zmk1zr8wh,Phoenix lead-project-architect recruitment signals active design and construction-document coordination needs.,excluded_existing_prospect
direct-client,Rob Netzer,Principal,Commercial Builders Inc.,cbi-sd.com,,unresolved,https://cbi-sd.com/,https://cbi-sd.com/team/,https://cbi-sd.com/projects/,"Commercial-builder project delivery is a fit for structural, MEP, civil/site coordination and construction-phase design support.",pending FindyMail lookup
direct-client,Liz Slater,Co-Founder and Chief Executive Officer,Slater Builders,slaterbuilders.com,,unresolved,https://slaterbuilders.com/,https://slaterbuilders.com/team/liz-slater/,https://slaterbuilders.com/projects/,"Commercial construction delivery is a fit for multidisciplinary engineering coordination, permit revisions, and construction-phase support.",pending FindyMail lookup
direct-client,Greg Dziewit,President,DZI Construction,dzico.com,,unresolved,https://www.dzico.com/,https://www.dzico.com/dziconstructionincteam,https://www.dzico.com/,"Commercial construction delivery creates need for structural, MEP, civil/site coordination, permit revisions, and construction-phase engineering support.",pending FindyMail lookup
referral-partner,Angelo Carusi,"Principal and Managing Director, Atlanta Office","Cooper Carry, Inc.",coopercarry.com,,unresolved,https://www.coopercarry.com/,https://www.coopercarry.com/people/angelo-carusi,https://www.coopercarry.com/services/,"The official bio describes leadership of Atlanta retail, mixed-use, shopping-center, restaurant, and tenant-space design—project types that regularly require coordinated structural, MEP, and permitting input.",pending FindyMail lookup
referral-partner,Dennis LaBarre,Chief Executive Officer,Little Diversified Architectural Consulting,littleonline.com,,findymail_no_result,https://www.littleonline.com/,https://www.littleonline.com/people/dennis-labarre/,https://www.littleonline.com/markets/,"Little’s official practice portfolio spans workplace, healthcare, higher education, retail, and community projects, presenting recurring multidisciplinary building-engineering coordination needs.",unresolved_do_not_retry
referral-partner,Matt Griffith,President,"Cline Design Associates, P.A.",clinedesignassoc.com,,unresolved,https://clinedesignassoc.com/,https://clinedesignassoc.com/people/matt-griffith/,https://clinedesignassoc.com/projects/,"The firm’s official portfolio includes multifamily, mixed-use, workplace, hospitality, and higher-education work, indicating repeat design-team coordination opportunities.",pending FindyMail lookup
referral-partner,Brian L. Booth,President and Chief Executive Officer,Clark Nexsen,clarknexsen.com,,findymail_no_result,https://www.clarknexsen.com/,https://www.clarknexsen.com/leadership/brian-booth/,https://www.clarknexsen.com/services/,"Clark Nexsen publicly offers architecture, engineering, planning, and construction-administration services across commercial, education, government, and industrial markets.",unresolved_do_not_retry
referral-partner,James Miner,Chief Executive Officer,"Sasaki Associates, Inc.",sasaki.com,,findymail_no_result,https://www.sasaki.com/,https://www.sasaki.com/people/james-miner/,https://www.sasaki.com/services/,"Sasaki’s official services include architecture, planning, urban design, and landscape architecture for institutional and mixed-use environments where outside engineering partners may be needed.",unresolved_do_not_retry
referral-partner,Ben Collins,Chief Executive Officer,"Crescent Communities, LLC",crescentcommunities.com,,unresolved,https://www.crescentcommunities.com/,https://www.crescentcommunities.com/leadership/ben-collins/,https://www.crescentcommunities.com/communities/,"The developer’s official platform includes mixed-use, multifamily, industrial, and commercial development, creating site, utility, building, and entitlement coordination needs.",pending FindyMail lookup
referral-partner,Matt Bronfman,Chief Executive Officer,Jamestown L.P.,jamestownlp.com,,unresolved,https://www.jamestownlp.com/,https://www.jamestownlp.com/team/matt-bronfman/,https://www.jamestownlp.com/properties/,"Jamestown’s official investment and development portfolio emphasizes mixed-use, adaptive reuse, office, retail, and innovation-oriented real estate—work that often has existing-condition and building-systems scope.",pending FindyMail lookup
referral-partner,Clay Grubb,Chief Executive Officer,"Grubb Properties, Inc.",grubbproperties.com,,unresolved,https://www.grubbproperties.com/,https://www.grubbproperties.com/leadership/clay-grubb/,https://www.grubbproperties.com/portfolio/,"Grubb Properties publicly develops and manages multifamily and mixed-use communities, a fit for civil/site, structural, MEP, and permit-response support.",pending FindyMail lookup
referral-partner,Jesse Shannon,President and Chief Executive Officer,"Branch Properties, LLC",branchprop.com,,unresolved,https://www.branchprop.com/,https://www.branchprop.com/team/jesse-shannon/,https://www.branchprop.com/about/,"Branch Properties’ official site focuses on grocery-anchored retail development and redevelopment, which can require tenant, utilities, parking, civil, and building-system coordination.",pending FindyMail lookup
referral-partner,Jeff Siskind,Chief Executive Officer,"Northwood Ravin, LLC",northwoodravin.com,,findymail_no_result,https://www.northwoodravin.com/,https://www.northwoodravin.com/leadership/jeff-siskind/,https://www.northwoodravin.com/portfolio/,"Northwood Ravin’s official work features multifamily, mixed-use, and commercial real estate development, indicating repeated building and site-engineering interfaces.",unresolved_do_not_retry
referral-partner,Alan Pappas,Chairman and Chief Executive Officer,"Pappas Properties, LLC",pappasproperties.com,,findymail_no_result,https://www.pappasproperties.com/,https://www.pappasproperties.com/people/alan-pappas/,https://www.pappasproperties.com/properties/,"Pappas Properties’ official site highlights commercial real-estate development, including office, retail, industrial, and mixed-use properties that require engineering coordination.",unresolved_do_not_retry
referral-partner,Robert C. Morgan,President,The Morgan Companies,morganco.com,,findymail_no_result,https://www.morganco.com/,https://www.morganco.com/leadership/,https://www.morganco.com/about/,"The Morgan Companies publicly develops, builds, owns, and manages multifamily communities, a delivery model with repeat building-system and site coordination requirements.",unresolved_do_not_retry
referral-partner,Timothy J. Regan,President and Chief Executive Officer,The Whiting-Turner Contracting Company,whiting-turner.com,,unresolved,https://www.whiting-turner.com/,https://www.whiting-turner.com/about/leadership/,https://www.whiting-turner.com/markets/,"Whiting-Turner publicly serves healthcare, higher education, commercial, technology, life-sciences, and government clients, signaling diverse building-engineering coordination needs.",pending FindyMail lookup
referral-partner,Rob Blalock,President and Chief Executive Officer,"Brasfield & Gorrie, L.L.C.",brasfieldgorrie.com,,unresolved,https://www.brasfieldgorrie.com/,https://www.brasfieldgorrie.com/about-us/leadership/,https://www.brasfieldgorrie.com/locations/jacksonville-fl/,"Brasfield & Gorrie’s official Jacksonville location page and market work show a Southeast commercial-construction presence across healthcare, institutional, industrial, and commercial facilities.",pending FindyMail lookup
referral-partner,Todd Watson,Florida Division Manager,Robins & Morton,robinsmorton.com,,unresolved,https://www.robinsmorton.com/,https://www.robinsmorton.com/contact-us/orlando-office/,https://www.robinsmorton.com/markets/,"Robins & Morton describes healthcare, higher education, commercial, and sports construction capabilities; its official Orlando page identifies Florida leadership directly.",pending FindyMail lookup
referral-partner,Pat Rodgers,Chairman and Chief Executive Officer,"Rodgers Builders, Inc.",rodgersbuilders.com,,unresolved,https://www.rodgersbuilders.com/,https://www.rodgersbuilders.com/leadership/,https://www.rodgersbuilders.com/projects/,"Rodgers Builders’ official portfolio includes healthcare, higher education, K-12, commercial, and senior-living work, all with recurring building-systems coordination requirements.",pending FindyMail lookup
referral-partner,David M. Dillard,President,Monteith Construction Corp.,monteithco.com,,findymail_no_result,https://www.monteithco.com/,https://www.monteithco.com/about/leadership/,https://www.monteithco.com/markets/,"Monteith’s official work includes healthcare, higher education, commercial, hospitality, and multifamily construction—a strong fit for multidisciplinary design-assist and field-support needs.",unresolved_do_not_retry
